127.0.0.1 - - [02/Mar/2018:09:59:54 +0800] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:16 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/css/bootstrap.min.css HTTP/1.1" 200 130404
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:16 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/plug/bootstrap-datetimepicker-master/css/bootstrap-datetimepicker.min.css HTTP/1.1" 200 12231
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:16 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/css/bootstrap.min.css HTTP/1.1" 200 109518
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:16 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/bootstrap.min.js HTTP/1.1" 200 31819
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:16 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/css/styles.css HTTP/1.1" 200 16275
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:16 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/jquery-1.11.1.min.js HTTP/1.1" 200 95786
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:16 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/chart.min.js HTTP/1.1" 200 50937
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:16 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/css/datepicker3.css HTTP/1.1" 200 33772
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:16 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/easypiechart-data.js HTTP/1.1" 200 534
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:16 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/chart-data.js HTTP/1.1" 200 3472
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:16 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/easypiechart.js HTTP/1.1" 200 9066
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:16 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/bootstrap-datepicker.js HTTP/1.1" 200 46822
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:16 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 23320
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:17 +0800] "GET /lsq-spring-boot-mybatis-1.1/back/year_query/query?pageNum=6&size=10&year=2018&consumptionType= HTTP/1.1" 200 13865
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:17 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/css/styles.css HTTP/1.1" 200 16275
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:17 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/css/bootstrap.min.css HTTP/1.1" 200 109518
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:17 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/css/datepicker3.css HTTP/1.1" 200 33772
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:17 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/bootstrap.min.js HTTP/1.1" 200 31819
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:17 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/chart-data.js HTTP/1.1" 200 3472
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:17 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/plug/bootstrap-datetimepicker-master/css/bootstrap-datetimepicker.min.css HTTP/1.1" 200 12231
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:17 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/chart.min.js HTTP/1.1" 200 50937
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:17 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/jquery-1.11.1.min.js HTTP/1.1" 200 95786
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:17 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/easypiechart.js HTTP/1.1" 200 9066
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:17 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/easypiechart-data.js HTTP/1.1" 200 534
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:17 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/bootstrap-datepicker.js HTTP/1.1" 200 46822
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:17 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/css/bootstrap.min.css HTTP/1.1" 200 130404
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:17 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 23320
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:18 +0800] "GET /lsq-spring-boot-mybatis-1.1/back/year_query/query?pageNum=7&size=10&year=2018&consumptionType= HTTP/1.1" 200 13841
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:18 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/css/datepicker3.css HTTP/1.1" 200 33772
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:18 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/css/bootstrap.min.css HTTP/1.1" 200 130404
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:18 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/css/bootstrap.min.css HTTP/1.1" 200 109518
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:18 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/css/styles.css HTTP/1.1" 200 16275
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:18 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/bootstrap.min.js HTTP/1.1" 200 31819
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:18 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/chart.min.js HTTP/1.1" 200 50937
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:18 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/jquery-1.11.1.min.js HTTP/1.1" 200 95786
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:18 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/easypiechart.js HTTP/1.1" 200 9066
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:18 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/plug/bootstrap-datetimepicker-master/css/bootstrap-datetimepicker.min.css HTTP/1.1" 200 12231
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:18 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/easypiechart-data.js HTTP/1.1" 200 534
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:18 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/bootstrap-datepicker.js HTTP/1.1" 200 46822
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:18 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/chart-data.js HTTP/1.1" 200 3472
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:18 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 23320
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:19 +0800] "GET /lsq-spring-boot-mybatis-1.1/back/year_query/query?pageNum=8&size=10&year=2018&consumptionType= HTTP/1.1" 200 13860
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:19 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/css/bootstrap.min.css HTTP/1.1" 200 130404
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:19 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/css/datepicker3.css HTTP/1.1" 200 33772
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:19 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/plug/bootstrap-datetimepicker-master/css/bootstrap-datetimepicker.min.css HTTP/1.1" 200 12231
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:19 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/jquery-1.11.1.min.js HTTP/1.1" 200 95786
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:19 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/css/styles.css HTTP/1.1" 200 16275
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:19 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/css/bootstrap.min.css HTTP/1.1" 200 109518
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:19 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/chart-data.js HTTP/1.1" 200 3472
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:19 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/chart.min.js HTTP/1.1" 200 50937
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:19 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/easypiechart.js HTTP/1.1" 200 9066
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:19 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/bootstrap.min.js HTTP/1.1" 200 31819
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:19 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/easypiechart-data.js HTTP/1.1" 200 534
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:19 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/bootstrap-datepicker.js HTTP/1.1" 200 46822
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:19 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 23320
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:20 +0800] "GET /lsq-spring-boot-mybatis-1.1/back/year_query/query?pageNum=9&size=10&year=2018&consumptionType= HTTP/1.1" 200 13861
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:20 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/css/bootstrap.min.css HTTP/1.1" 200 130404
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:20 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/css/bootstrap.min.css HTTP/1.1" 200 109518
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:20 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/css/styles.css HTTP/1.1" 200 16275
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:20 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/plug/bootstrap-datetimepicker-master/css/bootstrap-datetimepicker.min.css HTTP/1.1" 200 12231
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:20 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/chart.min.js HTTP/1.1" 200 50937
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:20 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/css/datepicker3.css HTTP/1.1" 200 33772
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:20 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/bootstrap.min.js HTTP/1.1" 200 31819
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:20 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/chart-data.js HTTP/1.1" 200 3472
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:20 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/jquery-1.11.1.min.js HTTP/1.1" 200 95786
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:20 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/easypiechart-data.js HTTP/1.1" 200 534
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:20 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/easypiechart.js HTTP/1.1" 200 9066
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:20 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/bootstrap-datepicker.js HTTP/1.1" 200 46822
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:20 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 23320
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:20 +0800] "GET /lsq-spring-boot-mybatis-1.1/back/year_query/query?pageNum=10&size=10&year=2018&consumptionType= HTTP/1.1" 200 13874
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:20 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/css/bootstrap.min.css HTTP/1.1" 200 109518
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:20 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/css/bootstrap.min.css HTTP/1.1" 200 130404
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:20 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/css/styles.css HTTP/1.1" 200 16275
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:20 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/css/datepicker3.css HTTP/1.1" 200 33772
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:20 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/bootstrap.min.js HTTP/1.1" 200 31819
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:20 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/chart.min.js HTTP/1.1" 200 50937
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:20 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/plug/bootstrap-datetimepicker-master/css/bootstrap-datetimepicker.min.css HTTP/1.1" 200 12231
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:20 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/jquery-1.11.1.min.js HTTP/1.1" 200 95786
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:20 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/chart-data.js HTTP/1.1" 200 3472
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:20 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/easypiechart-data.js HTTP/1.1" 200 534
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:20 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/easypiechart.js HTTP/1.1" 200 9066
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:20 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/bootstrap-datepicker.js HTTP/1.1" 200 46822
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:20 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 23320
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:23 +0800] "GET /lsq-spring-boot-mybatis-1.1/back/year_query/query?pageNum=11&size=10&year=2018&consumptionType= HTTP/1.1" 200 13871
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:23 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/css/styles.css HTTP/1.1" 200 16275
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:23 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/css/bootstrap.min.css HTTP/1.1" 200 130404
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:23 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/plug/bootstrap-datetimepicker-master/css/bootstrap-datetimepicker.min.css HTTP/1.1" 200 12231
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:23 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/css/bootstrap.min.css HTTP/1.1" 200 109518
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:23 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/css/datepicker3.css HTTP/1.1" 200 33772
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:23 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/bootstrap.min.js HTTP/1.1" 200 31819
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:23 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/chart-data.js HTTP/1.1" 200 3472
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:23 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/chart.min.js HTTP/1.1" 200 50937
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:23 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/jquery-1.11.1.min.js HTTP/1.1" 200 95786
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:23 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/easypiechart.js HTTP/1.1" 200 9066
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:23 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/easypiechart-data.js HTTP/1.1" 200 534
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:23 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/js/bootstrap-datepicker.js HTTP/1.1" 200 46822
0:0:0:0:0:0:0:1 - - [02/Mar/2018:10:01:23 +0800] "GET /lsq-spring-boot-mybatis-1.1/style/backstage/fonts/glyphicons-halflings-regular.woff HTTP/1.1" 200 23320
